,0,type,content,3,4,5,6,7,8,9,10,11,12,13
1115,13487.json,0,"say san francisco ban plastic groceri bag , saw number instanc peopl go er thing like salmonella relat ill spike .","environment,health-care,public-health",james-quintero,"Director, Center for Local Governance, Texas Public Policy Foundation",Texas,none,1,0,0,0,0,a panel discussion at SXSW Eco
1116,11184.json,0,scott walker <num> gpa ask leav marquett univers cheat .,"candidates-biography,education,elections",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme
1117,12221.json,1,"say compani got tax break state later laid <num> ohioan , even ceo cut half-million-dollar check kasich super pac .","campaign-finance,candidates-biography,ethics",ted-cruz,Senator,Texas,republican,36,33,15,19,8,ad paid for by campaign for Ted Cruz
1118,3460.json,0,ohio director job creation mark kvamm claw back $ <num> compani made promis didnt keep .,"government-efficiency,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,his State of the State speech
1119,7529.json,0,clinic evid vaccin healthcar worker protect patient .,"health-care,labor,public-health,unions",service-employees-international-union-committee-po,,"Washington, D.C.",newsmaker,1,1,2,0,0,a lawsuit
1120,10717.json,0,in-stat tuition unauthor immigr .,"education,immigration,state-budget,state-finances",rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview with the Texas Tribune
1121,4714.json,0,made bunch promis campaign . ... weve got <num> percent done three year .,"job-accomplishments,politifacts-top-promises",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at a fundraiser
1122,4017.json,1,day new hampshir primari <num> top <num> peopl ronald reagan staff quit .,history,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a speech before the Atlanta Press Club
1123,9256.json,0,wealthiest american african-american .,wealth,rush-limbaugh,Radio host,,none,9,11,5,2,10,comments on his radio show
1124,6006.json,0,there <num> peopl work health care today new hampshir pass budget .,"health-care,state-budget,state-finances",william-obrien,Speaker of the House of Representatives,New Hampshire,republican,1,2,1,0,0,an interview with the Telegraph editorial board
1125,6197.json,0,presid barack obama health care reform slash $ <num> billion medicar .,"health-care,medicare,public-health",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,a news release
1126,1187.json,1,u.s. rank <num> th world health care .,health-care,paul-hipp,singer and actor,New York,none,0,0,0,1,0,a YouTube video
1127,8104.json,1,"high school dropout make averag $ <num> year , high school graduat make $ <num> year , colleg graduat make $ <num> year .","education,pundits",don-lemon,CNN anchor,Georgia,journalist,0,1,0,1,0,a commentary on CNN
1128,1556.json,1,there almost <num> million texan unemploy that all-tim record number state .,economy,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a speech
1129,7970.json,0,"near <num> percent feder spend go toward social secur , medicar , medicaid fiscal year <num>","federal-budget,medicaid,medicare,social-security",todd-young,Republican congressional candidate,Indiana,republican,0,1,0,0,0,a letter to a constituent
1130,12487.json,0,"ohio , year estim <num> children becom victim human traffick , <num> risk .","children,trade",joyce-beatty,Member of Congress,Ohio,democrat,1,0,0,1,0,in a press conference
1131,1310.json,0,"claim obama said , `` oppos polici , shut go away . ''","elections,florida",cw-bill-young,"U.S. Representative, Florida District 10",Florida,republican,0,1,1,0,1, a meeting of Florida Republicans
1132,6163.json,0,"say , yet salem tradit wait money almost gone pay import thing state budget .","education,state-budget",shawn-lindsay,state representative,Oregon,republican,1,1,0,0,0,a campaign press release
1133,7819.json,1,"<num> percent land state right either feder , state counti own conserv purpos .","animals,environment,recreation,state-finances",alberta-darling,"State Senator, 8th District",Wisconsin,republican,1,1,2,1,1,a legislative meeting
1134,814.json,1,"race tighten , 's happen end campaign . alway .",elections,barack-obama,President,Illinois,democrat,70,71,160,163,9,a TV interview
1135,8486.json,1,"even obamacar fulli implement , still ten million peopl cover .",health-care,suzanne-somers,Actress,California,none,0,0,0,0,0,"a column in the ""Wall Street Journal"""
1136,12141.json,0,[ obama ] administr regulatori assault coal-fir energi put thousand american work,"energy,environment,jobs",roy-blunt,Senator,Missouri,republican,2,1,0,1,1,a news release
1137,3257.json,1,<num> abort texa everi year .,"abortion,corrections-and-updates",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,remarks on the Senate floor
1138,3330.json,0,say tri-rail show potenti problem invest high-spe rail .,"state-budget,stimulus,transportation",rick-scott,Governor,Florida,republican,28,23,38,34,7,an interview with CNN.
1139,6436.json,0,say u.s. senat rival tommi thompson big corpor lobbyist lobbi middl campaign .,congressional-rules,eric-hovde,,,republican,2,3,3,0,0,a radio appearance
1140,70.json,1,"congressman paul introduc numer piec substant legisl year , probabl singl member congress .",job-accomplishments,ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a statement on his campaign Web site.
1141,10140.json,0,four member rhode island general assembl went vote <num> told alreadi vote .,"debates,elections,legal-issues",john-carlevale,"co-founder, State of the State",Rhode Island,republican,0,1,1,0,0,a TV debate
1142,1120.json,0,democrat-back health care reform plan `` requir ( american ) subsid abort hard-earn tax dollar . '',"abortion,health-care,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,an op-ed for National Review
1143,8595.json,0,mark warner cast tiebreak vote pass obamacar .,"health-care,voting-record",ken-cuccinelli,Attorney General,Virginia,republican,1,10,3,2,1,an interview.
1144,4885.json,1,"iraq , violenc all-tim low sinc start war .","foreign-policy,iraq,military",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"an interview on NBC's ""Today Show"""
1145,11917.json,1,north korea missil go capabl reach unit state anytim real soon .,"foreign-policy,nuclear",john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"remarks made on the Fox News segment, Outnumbered"
1146,10773.json,0,im run offic much experi qualif barack obama ran .,candidates-biography,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a meeting with the Des Moines Register editorial board
1147,4718.json,0,say measur <num> - <num> cost fortun elect measur <num> - <num> cost less .,county-government,ann-lininger,Clackamas County Commissioner,Oregon,county-commissioner,0,1,0,0,0,in campaign literature 
1148,6616.json,1,<num> charli crist applaud pick sarah palin said would great job .,candidates-biography,george-lemieux,,Florida,republican,4,1,6,4,0,a Tampa Bay Times guest column
1149,3284.json,1,"presid promis close space gap , seem intent repeat event creat space gap first place -- put place new rocket design tri underfund effort ...",science,bill-posey,Congressman,Florida,republican,0,0,1,1,0,a press release responding to Obama's budget proposal.
1150,2290.json,0,republican dont think good idea make child care tax credit stronger .,"children,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a response to a question during an appearance in Columbus, Ohio."
1151,10978.json,1,half women <num> give birth outsid marriag ...,"families,women",don-beyer,8th District congressional candidate,Virginia,democrat,1,2,1,3,0,a website post
1152,8764.json,1,cut spend serv state legislatur,"state-budget,state-finances,states,taxes",marilinda-garcia,New Hampshire state representative,New Hampshire,republican,1,0,0,1,0,a tweet
1153,2203.json,1,"ban practic earmark , could save american taxpay anywher $ <num> ( billion ) $ <num> billion dollar year pork-barrel spend .",federal-budget,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a campaign video
1154,7118.json,0,welfar system consum <num> percent budget .,"elections,government-efficiency,medicaid,state-finances,welfare",patricia-morgan,Financial adviser,Rhode Island,republican,1,0,1,1,0,a campaign flier
1155,7164.json,1,agricultur strongest industri ohio .,"agriculture,economy",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a speech to the Ohio Farm Bureau
1156,4208.json,0,first time histori weve rais debt limit also spend cut .,"federal-budget,history",allen-west,"U.S. representative, Florida District 22",Florida,republican,6,9,3,1,4,an interview on CNN
1157,714.json,1,sarah palin repeat `` abraham lincoln 's word '' discuss war iraq .,religion,sarah-palin,,Alaska,republican,9,19,9,6,6,"Fairbanks, Alaska"
1158,13437.json,0,kelli ayott vote budget $ <num> billion cut pell grant .,"education,voting-record",maggie-hassan,Candidate for governor,New Hampshire,democrat,1,2,2,4,0,a debate
1159,6401.json,1,say u.s. rep. conni mack iv pass one bill seven year .,"message-machine-2012,voting-record",american-bridge-21st-century,,,democrat,2,1,0,3,0,a TV ad
1160,5251.json,1,republican-lean state get feder dollar pay tax .,"federal-budget,state-finances,states",blog-posting,,,none,7,19,3,5,44,a graphic circulating on the Internet
1161,378.json,0,barack obama said <num> `` basic agre way georg bush conduct war . '',iraq,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"Cleveland, Ohio"
1162,5095.json,0,say presid barack obama socialist .,"government-regulation,new-hampshire-2012,patriotism",rick-perry,Governor,Texas,republican,30,30,42,23,18,a Republican debate in New Hampshire.
1163,11000.json,0,wisconsin liter broke republican took offic <date> <num>,state-budget,jim-steineke,State Assembly representative,Wisconsin,republican,0,1,1,0,0,a tweet
1164,3741.json,0,"two-third medicaid beneficiari children , account one-third program cost , one-third elder , account two-third cost .","children,federal-budget,health-care",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1,an interview on MSNBC
1165,8979.json,0,say tom cotton vote congress chang medicar increas out-of-pocket expens everi senior arkansa .,"health-care,medicare,retirement",mark-pryor,U.S. Senator,Arkansas,democrat,2,0,0,1,0,a campaign ad
1166,3803.json,1,"say obama administr approv major disast declar oklahoma <num> nine state <num> counti burn three day , texa wildfir burn longer without declar .",natural-disasters,todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,a Texas Tribune interview
1167,12087.json,0,campaign depend small donat major support .,campaign-finance,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a victory speech after the March 15 primaries
1168,1712.json,0,say crist campaign websit `` elimin refer republican parti . '',candidates-biography,tom-grady,State Representative,Florida,republican,0,1,0,0,0,an e-mail to Crist.
1169,1093.json,0,cap-and-trad plan .,"cap-and-trade,climate-change,energy,environment",sarah-palin,,Alaska,republican,9,19,9,6,6,a Washington Post op-ed
1170,3027.json,0,"hasnt realli lot net growth feder workforc compar say , <num>","government-efficiency,jobs",gerry-connolly,U.S. Representative,Virginia,democrat,1,0,4,1,0,an interview.
1171,4977.json,0,american conserv union give [ rep. tim ] ryan dismal <num> percent rate billion contribut nation debt .,"deficit,federal-budget",marish-agana,Pediatrician,Ohio,republican,1,0,0,0,0,a news release announcing her candidacy
1172,4689.json,0,"depart commerc , educ energi epa saw spend increas <num> percent <num> percent <num> <num>","federal-budget,stimulus",jeb-hensarling,U.S. Congressman,Texas,republican,0,2,1,0,1,"a hearing of the congressional ""Supercommittee"""
1173,9227.json,0,say hasnt chang view abort restrict .,abortion,charlie-crist,,Florida,democrat,15,9,20,19,2,a TV interview
1174,12927.json,1,say director anti-abort group receiv texa grant provid women health servic believ hiv spread sewer system .,"health-care,public-health",joaquin-castro,attorney,Texas,democrat,1,0,1,2,0,a tweet about Carol Everett of the Heidi Group
1175,3997.json,0,say rick perri texa governor reli stimulus fund close state budget deficit <num>,"state-budget,state-finances,stimulus",martin-omalley,Maryland governor,Maryland,democrat,3,1,10,4,0,a press release
1176,13000.json,0,democrat cut school fund . four time last <num> year came offic .,education,bruce-rauner,Governor,Illinois,republican,1,0,1,0,0,a speech at the Illinois State Fair
1177,11704.json,0,say presid barack obama grant waiver allow unit state refuge provid materi support terrorist .,"immigration,terrorism",greg-abbott,governor,Texas,republican,11,3,8,6,5,a press conference with Sen. Ted Cruz
1178,11654.json,1,"almost everi countri world , artist musician paid music play radio . fact , countri besid u.s. radio-perform right china , iran north korea .","china,congress,workers",kevin-russell,"Leader, Shinyribs band",Texas,none,0,0,0,1,0,an opinion column
